HMDB_ID;Name;Formula;Monoisotopic Molecular Weight (exact_mass);Average Molecular Weight
HMDB29825;2,3-Diisopropyl-5-methylphenol;C13H20O;192.1514153;192.2973
HMDB31733;4-(4-Methyl-3-pentenyl)-3-cyclohexene-1-carboxaldehyde;C13H20O;192.1514153;192.2973
HMDB32498;Pseudoionone;C13H20O;192.1514153;192.2973
HMDB32541;4-(2,6,6-Trimethylcyclohex-1-enyl)but-2-en-4-one;C13H20O;192.1514153;192.2973
HMDB33545;(2E,4Z,7Z)-2,4,7-Tridecatrienal;C13H20O;192.1514153;192.2973
HMDB34671;(E)-5,8-Megastigmadien-4-one;C13H20O;192.1514153;192.2973
HMDB34959;Edulan I;C13H20O;192.1514153;192.2973
HMDB34979;gamma-Ionone;C13H20O;192.1514153;192.2973
HMDB35682;delta-Damascone;C13H20O;192.1514153;192.2973
HMDB35753;(R)-(E)-4,7-Megastigmadien-9-one;C13H20O;192.1514153;192.2973
HMDB36022;Isospirene;C13H20O;192.1514153;192.2973
HMDB36027;alpha-Damascone;C13H20O;192.1514153;192.2973
HMDB36144;Cycloionone;C13H20O;192.1514153;192.2973
HMDB36565;beta-Ionone;C13H20O;192.1514153;192.2973
HMDB36684;2,4,5,7alpha-Tetrahydro-1,4,4,7a-tetramethyl-1H-inden-2-ol;C13H20O;192.1514153;192.2973
HMDB36818;Vitispirane;C13H20O;192.1514153;192.2973
HMDB37139;4-(2,6,6-Trimethyl-1,3-cyclohexadien-1-yl)-2-butanone;C13H20O;192.1514153;192.2973
HMDB41615;Phenethyl isoamyl ether;C13H20O;192.1514153;192.2973
HMDB59883;alpha-Ionone;C13H20O;192.1514153;192.2973
HMDB29668;Eremopetasinorol;C13H20O2;208.1463299;208.2967
HMDB31869;(S,E)-Lyratol propanoate;C13H20O2;208.1463299;208.2967
HMDB34672;(5alpha,8beta,9beta)-5,9-Epoxy-3,6-megastigmadien-8-ol;C13H20O2;208.1463299;208.2967
HMDB34984;(5R,6S)-5,6-Epoxy-7-megastigmen-9-one;C13H20O2;208.1463299;208.2967
HMDB35228;Theaspirone A;C13H20O2;208.1463299;208.2967
HMDB36686;2,2,6,7-Tetramethylbicyclo[4.3.0]nona-1(9),4-diene-7,8-diol;C13H20O2;208.1463299;208.2967
HMDB36821;3-Hydroxy-beta-ionone;C13H20O2;208.1463299;208.2967
HMDB36824;Acetal R;C13H20O2;208.1463299;208.2967
HMDB37776;5,9:6,9-Diepoxy-3-megastigmene;C13H20O2;208.1463299;208.2967
HMDB38047;Carvyl propionate;C13H20O2;208.1463299;208.2967
HMDB38529;5,9:6,9-Diepoxy-4-megastigmene;C13H20O2;208.1463299;208.2967
HMDB40233;2,3,5,6,8,8a-Hexahydro-2,5,5,8a-tetramethyl-7H-1-benzopyran-7-one;C13H20O2;208.1463299;208.2967
HMDB41636;(3R,8E)-3-Hydroxy-5,8-megastigmadien-7-one;C13H20O2;208.1463299;208.2967
HMDB29670;Epoxyeremopetasinorol;C13H20O3;224.1412445;224.2961
HMDB32679;Annuionone A;C13H20O3;224.1412445;224.2961
HMDB32689;Annuionone C;C13H20O3;224.1412445;224.2961
HMDB34564;13-Oxo-9,11-tridecadienoic acid;C13H20O3;224.1412445;224.2961
HMDB36583;Methyl jasmonate;C13H20O3;224.1412445;224.2961
HMDB37244;(8alpha,10beta,11beta)-3-Hydroxy-4,15-dinor-1(5)-xanthen-12,8-olide;C13H20O3;224.1412445;224.2961
HMDB37726;Octyl 2-furoate;C13H20O3;224.1412445;224.2961
HMDB37730;Furfuryl octanoate;C13H20O3;224.1412445;224.2961
HMDB37736;3-Methylbutyl 2-furanbutanoate;C13H20O3;224.1412445;224.2961
HMDB31772;1-Methoxy-1-(2,4,5-trimethoxyphenyl)-2-propanol;C13H20O5;256.1310738;256.2949
HMDB40352;2-[4-(3-Hydroxypropyl)-2-methoxyphenoxy]-1,3-propanediol;C13H20O5;256.1310738;256.2949
HMDB15169;Procainamide;C13H21N3O;235.1684623;235.3253
HMDB01066;S-Lactoylglutathione;C13H21N3O8S;379.1049354;379.386
HMDB41889;Etamiphylline;C13H21N5O2;279.1695249;279.3381
HMDB60611;N-Desmethyl tapentadol;C13H21NO;207.1623143;207.3119
HMDB00785;N-Acetyl-7-O-acetylneuraminic acid;C13H21NO10;351.1165459;351.3065
HMDB00794;N-Acetyl-9-O-acetylneuraminic acid;C13H21NO10;351.1165459;351.3065
HMDB00796;N-Acetyl-4-O-acetylneuraminic acid;C13H21NO10;351.1165459;351.3065
HMDB60492;N-acetyl-O-acetylneuraminate;C13H21NO10;351.1165459;351.3065
HMDB00580;Chondroitin sulfate;C13H21NO15S;463.0631897;463.369
HMDB29828;Dihydrodioscorine;C13H21NO2;223.1572289;223.3113
HMDB29875;Tigloidine;C13H21NO2;223.1572289;223.3113
HMDB30268;Dumetorine;C13H21NO2;223.1572289;223.3113
HMDB01937;Salbutamol;C13H21NO3;239.1521435;239.3107
HMDB14366;Isoetharine;C13H21NO3;239.1521435;239.3107
HMDB30516;Petasinine;C13H21NO3;239.1521435;239.3107
HMDB33454;3alpha-Tigloyloxytropane N-oxide;C13H21NO3;239.1521435;239.3107
HMDB41935;Moprolol;C13H21NO3;239.1521435;239.3107
HMDB60604;Salbutamol 4-O-sulfate;C13H21NO6S;319.1089581;319.374
HMDB29614;Conen;C13H21O2PS2;304.0720578;304.408
HMDB31768;Iprobenfos;C13H21O3PS;288.0949017;288.343
HMDB01930;Ranitidine;C13H22N4O3S;314.1412613;314.404
HMDB00656;Cysteineglutathione disulfide;C13H22N4O8S2;426.0879051;426.466
HMDB31787;Fenamiphos;C13H22NO3PS;303.1058008;303.357
HMDB31846;Geranylacetone;C13H22O;194.1670653;194.3132
HMDB32355;(+/-)-[R-(E)]-5-Isopropyl-8-methylnona-6,8-dien-2-one;C13H22O;194.1670653;194.3132
HMDB32913;4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-butanone;C13H22O;194.1670653;194.3132
HMDB36026;Octahydro-6-isopropyl-2(1H)-naphthalenone;C13H22O;194.1670653;194.3132
HMDB36184;7,8-Dehydro-3,4-dihydro-beta-ionol;C13H22O;194.1670653;194.3132
HMDB36820;beta-Ionol;C13H22O;194.1670653;194.3132
HMDB36823;Theaspirane;C13H22O;194.1670653;194.3132
HMDB38026;Dihydro-alpha-ionone;C13H22O;194.1670653;194.3132
HMDB38216;5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one;C13H22O;194.1670653;194.3132
HMDB38731;4,7-Megastigmadien-9-ol;C13H22O;194.1670653;194.3132
HMDB38897;(E)-2-(2-Octenyl)cyclopentanone;C13H22O;194.1670653;194.3132
HMDB41629;(3S,6E)-Nerolidol;C13H22O;194.1670653;194.3132
HMDB30425;Linalyl propionate;C13H22O2;210.1619799;210.3126
HMDB31014;Methyl (2E,6Z)-dodecadienoate;C13H22O2;210.1619799;210.3126
HMDB32052;alpha-Terpineol propanoate;C13H22O2;210.1619799;210.3126
HMDB32098;Cepanone;C13H22O2;210.1619799;210.3126
HMDB37286;Citral propylene glycol acetal;C13H22O2;210.1619799;210.3126
HMDB37307;Propyl 2,4-decadienoate;C13H22O2;210.1619799;210.3126
HMDB37390;Tsibulin 1;C13H22O2;210.1619799;210.3126
HMDB38249;Isobornyl propionate;C13H22O2;210.1619799;210.3126
HMDB38258;Neryl propionate;C13H22O2;210.1619799;210.3126
HMDB38291;2-Propenyl cyclohexanebutanoate;C13H22O2;210.1619799;210.3126
HMDB40232;Octahydro-2,5,5,8a-tetramethyl-7H-1-benzopyran-7-one;C13H22O2;210.1619799;210.3126
HMDB41554;Artemisyl propionate;C13H22O2;210.1619799;210.3126
HMDB31740;Methyl dihydrojasmonate;C13H22O3;226.1568946;226.312
HMDB37562;Riesling acetal;C13H22O3;226.1568946;226.312
HMDB40615;4,5-Dihydrovomifoliol;C13H22O3;226.1568946;226.312
HMDB30987;2-Carboxy-4-dodecanolide;C13H22O4;242.1518092;242.3114
HMDB38736;(3S,5R,6R,7E)-3,5,6-Trihydroxy-7-megastigmen-9-one;C13H22O4;242.1518092;242.3114
HMDB59617;2-(3-carboxy-3-(trimethylammonio)propyl)-L-histidine;C13H23N4O4;299.1719302;299.3461
HMDB60474;Diphthine;C13H23N4O4;299.1719302;299.3461
HMDB36031;Labienoxime;C13H23NO;209.1779644;209.3278
HMDB38588;Dioscoretine;C13H23NO3;241.1677936;241.3266
HMDB13161;2-Hexenoylcarnitine;C13H23NO4;257.1627082;257.326
HMDB06832;S-Glutaryldihydrolipoamide;C13H23NO4S2;321.1068496;321.456
HMDB00552;3-Methylglutarylcarnitine;C13H23NO6;289.1525375;289.3248
HMDB38228;4-O-alpha-D-Galactopyranosylcalystegine B2;C13H23NO9;337.1372813;337.323
HMDB38416;5-Hexenyl glucosinolate;C13H23NO9S2;401.0814227;401.453
HMDB40093;4,5-Dimethyl-2-octylthiazole;C13H23NS;225.1551204;225.393
HMDB40094;4-Ethyl-2-heptyl-5-methylthiazole;C13H23NS;225.1551204;225.393
HMDB40115;4-Ethyl-2-octylthiazole;C13H23NS;225.1551204;225.393
HMDB41081;(Z)-1,5-Tridecadiene;C13H24;180.1878008;180.3297
HMDB30290;Cuscohygrine;C13H24N2O;224.1888634;224.3425
HMDB05764;Melanostatin;C13H24N4O3;284.1848407;284.3547
HMDB14517;Timolol;C13H24N4O3S;316.1569113;316.42
HMDB60473;Diphthamide;C13H24N5O3;298.1879147;298.3614
HMDB14291;Phosphatidylserine;C13H24NO10P;385.1137825;385.3041
HMDB32247;(Z)-4-Dodecenal;C13H24O;196.1827154;196.3291
HMDB36172;4-(2,6,6-Trimethyl-1-cyclohexenyl)-2-butanol;C13H24O;196.1827154;196.3291
HMDB37275;2-Tridecenal;C13H24O;196.1827154;196.3291
HMDB41404;2-Methylcyclododecanone;C13H24O;196.1827154;196.3291
HMDB41490;Dihydrogeranylacetone;C13H24O;196.1827154;196.3291
HMDB33558;4-O-Methylgalactinol;C13H24O11;356.1318616;356.3231
HMDB35321;Galactopinitol B;C13H24O11;356.1318616;356.3231
HMDB39475;Galactopinitol A;C13H24O11;356.1318616;356.3231
HMDB41487;D-Pinitol 2-O-alpha-D-Galactopyranosyl;C13H24O11;356.1318616;356.3231
HMDB31017;10-Undecenyl acetate;C13H24O2;212.17763;212.3285
HMDB31028;Methyl (E)-2-dodecenoate;C13H24O2;212.17763;212.3285
HMDB31741;Coniferan;C13H24O2;212.17763;212.3285
HMDB32792;(E)-3-Methyl-4-decen-1-yl acetate;C13H24O2;212.17763;212.3285
HMDB34286;Ethyl 10-undecenoate;C13H24O2;212.17763;212.3285
HMDB37187;Rhodinyl propionate;C13H24O2;212.17763;212.3285
HMDB37226;Citronellyl propionate;C13H24O2;212.17763;212.3285
HMDB37626;1-Ethylhexyl tiglate;C13H24O2;212.17763;212.3285
HMDB37907;2,6,10,10-Tetramethyl-1-oxaspiro[4.5]decan-6-ol;C13H24O2;212.17763;212.3285
HMDB38078;1,1-Diethoxy-2,6-nonadiene;C13H24O2;212.17763;212.3285
HMDB39805;4-(3-Hydroxybutyl)-3,3,5-trimethylcyclohexanone;C13H24O2;212.17763;212.3285
HMDB40451;Oxacyclotetradecan-2-one;C13H24O2;212.17763;212.3285
HMDB35881;11-Hydroxy-9-tridecenoic acid;C13H24O3;228.1725446;228.3279
HMDB36139;Menthone 1,2-glyceryl ketal;C13H24O3;228.1725446;228.3279
HMDB37212;Menthyl lactate;C13H24O3;228.1725446;228.3279
HMDB40004;Menthone 1,3-glyceryl ketal;C13H24O3;228.1725446;228.3279
HMDB02327;1,11-Undecanedicarboxylic acid;C13H24O4;244.1674593;244.3273
HMDB36141;Menthyl ethylene glycol carbonate;C13H24O4;244.1674593;244.3273
HMDB37184;1,4-Nonanediol diacetate;C13H24O4;244.1674593;244.3273
HMDB37834;Ethyl menthane carboxamide;C13H25NO;211.1936144;211.3437
HMDB06867;S-(3-Methylbutanoyl)-dihydrolipoamide-E;C13H25NO2S2;291.1326704;291.473
HMDB06869;S-(2-Methylbutanoyl)-dihydrolipoamide;C13H25NO2S2;291.1326704;291.473
HMDB13286;N-Undecanoylglycine;C13H25NO3;243.1834437;243.3425
HMDB00705;Hexanoylcarnitine;C13H25NO4;259.1783583;259.3419
HMDB00756;L-Hexanoylcarnitine;C13H25NO4;259.1783583;259.3419
HMDB13131;Hydroxyhexanoycarnitine;C13H25NO5;275.1732729;275.3413
HMDB36355;3-Methylpentyl glucosinolate;C13H25NO9S2;403.0970728;403.469
HMDB38420;4-Methylpentyl glucosinolate;C13H25NO9S2;403.0970728;403.469
HMDB38424;Hexyl glucosinolate;C13H25NO9S2;403.0970728;403.469
HMDB39846;3-Oxodecanoic acid glycerides;C13H25O6;277.1651135;277.334
HMDB11675;DHAP(10:0);C13H25O7P;324.1337897;324.3072
HMDB30930;1-Tridecene;C13H26;182.2034508;182.3455
HMDB32466;Phenol-formaldehyde, cross-linked, triethylenetetramine activated;C13H26N4O2;270.2055761;270.3711
HMDB30928;Tridecanal;C13H26O;198.1983655;198.3449
HMDB34148;2-Tridecanone;C13H26O;198.1983655;198.3449
HMDB00910;Tridecanoic acid;C13H26O2;214.1932801;214.3443
HMDB29552;Ethyl undecanoate;C13H26O2;214.1932801;214.3443
HMDB31018;Methyl dodecanoate;C13H26O2;214.1932801;214.3443
HMDB32211;Decanal propyleneglycol acetal;C13H26O2;214.1932801;214.3443
HMDB34140;Octyl 3-methylbutanoate;C13H26O2;214.1932801;214.3443
HMDB36217;Pentyl octanoate;C13H26O2;214.1932801;214.3443
HMDB36219;Octyl 2-methylbutyrate;C13H26O2;214.1932801;214.3443
HMDB37311;Decyl propionate;C13H26O2;214.1932801;214.3443
HMDB38729;3-Methylbutyl octanoate;C13H26O2;214.1932801;214.3443
HMDB59900;Propyl decanoate;C13H26O2;214.1932801;214.3443
HMDB38947;(S)-3-Methylthiohexyl hexanoate;C13H26O2S;246.1653508;246.409
HMDB36133;3-[[5-Methyl-2-(1-methylethyl)cyclohexyl]oxy]-1,2-propanediol;C13H26O3;230.1881947;230.3437
HMDB32297;Glyceryl 5-hydroxydecanoate;C13H26O5;262.1780239;262.3425
HMDB35028;(x)-2-Heptanol glucoside;C13H26O6;278.1729386;278.3419
HMDB30306;3,3,4-Trimethyldecane;C13H28;184.2191009;184.3614
HMDB30307;2,6,8-Trimethyldecane;C13H28;184.2191009;184.3614
HMDB30309;2,6,7-Trimethyldecane;C13H28;184.2191009;184.3614
HMDB30313;2,3,4-Trimethyldecane;C13H28;184.2191009;184.3614
HMDB30314;2,2,9-Trimethyldecane;C13H28;184.2191009;184.3614
HMDB30315;2,2,8-Trimethyldecane;C13H28;184.2191009;184.3614
HMDB30316;2,2,4-Trimethyldecane;C13H28;184.2191009;184.3614
HMDB31287;2-Methyldodecane;C13H28;184.2191009;184.3614
HMDB34284;Tridecane;C13H28;184.2191009;184.3614
HMDB37828;xi-3-Methyldodecane;C13H28;184.2191009;184.3614
HMDB13225;Capryloylcholine;C13H28NO2;230.2120041;230.3669
HMDB13316;Tridecanol;C13H28O;200.2140155;200.3608
HMDB32154;Acetaldehyde hexyl isoamyl acetal;C13H28O2;216.2089301;216.3602
HMDB32550;Valeraldehyde dibutyl acetal;C13H28O2;216.2089301;216.3602
HMDB32181;alpha-Butyl-omega-hydroxypoly(oxyethylene) poly(oxypropylene);C13H28O4;248.1987594;248.359
HMDB29568;N5-Hexanoylspermidine;C13H29N3O;243.2310626;243.3889
HMDB35400;1-Tridecene-3,5,7,9,11-pentayne;C13H6;162.0469502;162.1867
HMDB14894;Hexachlorophene;C13H6Cl6O2;403.8498957;406.904
HMDB33582;(E)-1,11-Tridecadiene-3,5,7,9-tetrayne;C13H8;164.0626003;164.2026
HMDB39109;(Z)-1,3-Tridecadiene-5,7,9,11-tetrayne;C13H8;164.0626003;164.2026
HMDB15679;Niclosamide;C13H8Cl2N2O4;325.9861122;327.12
HMDB14999;Diflunisal;C13H8F2O3;250.0441505;250.1976
HMDB38915;12-Tridecene-4,6,8,10-tetraynal;C13H8O;180.0575149;180.202
HMDB31592;Brevifolincarboxylic acid 9-sulfate;C13H8O11S;371.9787318;372.261
HMDB13696;Urolithin B;C13H8O3;212.0473441;212.2008
HMDB32997;2-Hydroxyxanthone;C13H8O3;212.0473441;212.2008
HMDB32999;4-Hydroxyxanthone;C13H8O3;212.0473441;212.2008
HMDB13695;Urolithin A;C13H8O4;228.0422587;228.2002
HMDB30723;1,5-Dihydroxyxanthone;C13H8O4;228.0422587;228.2002
HMDB30724;Euxanthone;C13H8O4;228.0422587;228.2002
HMDB29218;Urolithin C;C13H8O5;244.0371734;244.1996
HMDB29463;Gentisein;C13H8O5;244.0371734;244.1996
HMDB29219;Urolithin D;C13H8O6;260.032088;260.199
HMDB29735;5-Ethynyl-5'-(1-propynyl)-2,2'-bithiophene;C13H8S2;228.0067416;228.333
HMDB35190;Chlorohydrin;C13H9ClO;216.0341926;216.663
HMDB15573;Niflumic Acid;C13H9F3N2O2;282.0616122;282.218
HMDB33602;Brassica oleracea Alkaloid;C13H9N3O2S;271.0415472;271.294
HMDB29743;9H-Carbazole-3-carboxaldehyde;C13H9NO;195.0684139;195.2167
HMDB30216;Mukonal;C13H9NO2;211.0633285;211.2161
HMDB35996;2-(Methylthio)-3H-phenoxazin-3-one;C13H9NO2S;243.0353992;243.281
HMDB30218;Lansine;C13H9NO3;227.0582432;227.2155
HMDB30319;Mukeic acid;C13H9NO3;227.0582432;227.2155
HMDB12124;(Mannosyl)8-(N-acetylglucosaminyl)2-diphosphodolichol;C144H240N2O57P2;2971.541812;2973.3731
HMDB42057;Urodilatin;C145H234N52O44S3;3503.683361;3505.926
HMDB30515;Subtilin;C148H227N39O38S5;3318.563278;3320.949
HMDB33187;2,12-Tetradecadiene-4,6,8,10-tetrayne;C14H10;178.0782503;178.2292
HMDB15511;Bromazepam;C14H10BrN3O;315.0007246;316.153
HMDB14786;Mitotane;C14H10Cl4;317.9536611;320.041
HMDB60006;N-(2-formyl-3-chlorophenyl)anthranilic acid;C14H10ClNO3;275.0349209;275.687
HMDB14492;Nitisinone;C14H10F3NO5;329.0511071;329.2281
HMDB15469;Magnesium salicylate;C14H10MgO6;298.03278;298.531
HMDB15380;Olsalazine;C14H10N2O6;302.0538861;302.239
HMDB60600;Olsalazine-O-sulfate;C14H10N2O9S;382.0107006;382.302
HMDB15350;Dantrolene;C14H10N4O5;314.0651195;314.253
HMDB60776;5-Hydroxydantrolene;C14H10N4O6;330.0600341;330.2524
HMDB59797;1-Hydroxyphenanthrene;C14H10O;194.0731649;194.2286
HMDB59798;2-Hydroxyphenanthrene;C14H10O;194.0731649;194.2286
HMDB59799;3-Hydroxyphenanthrene;C14H10O;194.0731649;194.2286
HMDB59800;4-Hydroxyphenanthrene;C14H10O;194.0731649;194.2286
HMDB59801;9-Hydroxyphenanthrene;C14H10O;194.0731649;194.2286
HMDB32998;2-Methoxyxanthone;C14H10O3;226.0629942;226.2274
HMDB33925;Oroselone;C14H10O3;226.0629942;226.2274
HMDB38459;5-(4-Acetoxy-3-oxo-1-butynyl)-2,2'-bithiophene;C14H10O3S2;290.0071356;290.357
HMDB32040;Benzoyl peroxide;C14H10O4;242.0579088;242.2268
HMDB32866;2,4,5,6-Phenanthrenetetrol;C14H10O4;242.0579088;242.2268
HMDB33307;Moracin M;C14H10O4;242.0579088;242.2268
HMDB15471;Salsalate;C14H10O5;258.0528234;258.2262
HMDB30831;Alternariol;C14H10O5;258.0528234;258.2262
HMDB30871;Isogentisin;C14H10O5;258.0528234;258.2262
HMDB31760;Gentisin;C14H10O5;258.0528234;258.2262
HMDB31898;Porric acid C;C14H10O5;258.0528234;258.2262
HMDB33088;2-(3,4-Dihydroxyphenyl)-1,3-benzodioxole-5-carboxaldehyde;C14H10O5;258.0528234;258.2262
HMDB33911;5,6,8-Trihydroxy-2-methylbenzo[g]chromen-4-one;C14H10O5;258.0528234;258.2262
HMDB38677;Alfafuran;C14H10O5;258.0528234;258.2262
HMDB33326;BR-Xanthone B;C14H10O6;274.0477381;274.2256
HMDB38715;Alloathyriol;C14H10O6;274.0477381;274.2256
HMDB41243;1,3,6-Trihydroxy-5-methoxyxanthone;C14H10O6;274.0477381;274.2256
HMDB59651;2-(3,4-Dihydroxybenzoyloxy)-4,6-dihydroxybenzoate;C14H10O8;306.0375673;306.2244
HMDB14724;Diclofenac;C14H11Cl2NO2;295.016684;296.149
HMDB15074;Meclofenamic acid;C14H11Cl2NO2;295.016684;296.149
HMDB13974;4'-Hydroxydiclofenac;C14H11Cl2NO3;311.0115986;312.148
HMDB13976;3'-Hydroxydiclofenac;C14H11Cl2NO3;311.0115986;312.148
HMDB60542;5-Hydroxydiclofenac;C14H11Cl2NO3;311.0115986;312.148
HMDB15684;Diloxanide;C14H11Cl2NO4;327.0065133;328.147
HMDB14455;Chlorthalidone;C14H11ClN2O4S;338.0128052;338.766
HMDB60711;2-Amino-5-benzoylbenzimidazole;C14H11N3O;237.090212;237.2566
HMDB60779;5'-Carboxy meloxicam;C14H11N3O6S2;381.0089265;381.384
HMDB32757;3-Methyl-9H-carbazole-9-carboxaldehyde;C14H11NO;209.084064;209.2432
HMDB33000;10-Methylacridone;C14H11NO;209.084064;209.2432
HMDB60652;2-Hydroxyiminostilbene;C14H11NO;209.084064;209.2432
HMDB29744;Methyl 3-carbazolecarboxylate;C14H11NO2;225.0789786;225.2426
HMDB32983;1-Hydroxy-10-methylacridone;C14H11NO2;225.0789786;225.2426
HMDB38638;6-Methoxy-9H-carbazole-3-carboxaldehyde;C14H11NO2;225.0789786;225.2426
HMDB38849;Murrayanine;C14H11NO2;225.0789786;225.2426
HMDB41443;Mukolidine;C14H11NO2;225.0789786;225.2426
HMDB30214;Mukonidine;C14H11NO3;241.0738932;241.242
HMDB32085;Koeniginequinone A;C14H11NO3;241.0738932;241.242
HMDB32175;N-Benzoylanthranilic acid;C14H11NO3;241.0738932;241.242
HMDB41468;1,3,5-Trihydroxy-10-methylacridone;C14H11NO4;257.0688078;257.2414
HMDB14468;Tolcapone;C14H11NO5;273.0637225;273.2408
HMDB42043;Tolfenamic acid;C14H12ClNO2;261.0556563;261.704
HMDB60008;N-(2-hydroxymethyl-3-chlorophenyl)anthranilic acid;C14H12ClNO3;277.050571;277.703
HMDB60009;N-(2-methyl-3-chloro-4-hydroxyphenyl)anthranilic acid;C14H12ClNO3;277.050571;277.703
HMDB60010;N-(2-methyl-3-chloro-5-hydroxyphenyl)anthranilic acid;C14H12ClNO3;277.050571;277.703
HMDB60007;N-(2-hydroxymethyl-3-chloro-4-hydroxyphenyl)anthranilic acid;C14H12ClNO4;293.0454856;293.702
HMDB13926;Dehydrogenated ticlopidine;C14H12ClNS;261.0378978;261.77
HMDB41895;Flumequine;C14H12FNO3;261.0801215;261.2484
HMDB30379;N-Methoxy-1-vinyl-beta-carboline;C14H12N2O;224.094963;224.2579
HMDB33139;Sulfaquinoxaline;C14H12N4O2S;300.0680963;300.336
HMDB15058;Levosimendan;C14H12N6O;280.107259;280.2847
HMDB59631;Cis-stilbene oxide;C14H12O;196.088815;196.2445
HMDB36617;(+)-Chebulic acid;C14H12O11;356.0379612;356.2385
HMDB14814;Benzyl Benzoate;C14H12O2;212.0837296;212.2439
HMDB32039;Benzoin;C14H12O2;212.0837296;212.2439
HMDB34454;5-(4-Acetoxy-1-butynyl)-2,2'-bithiophene;C14H12O2S2;276.027871;276.374
HMDB03747;Resveratrol;C14H12O3;228.0786443;228.2433
HMDB15497;Oxybenzone;C14H12O3;228.0786443;228.2433
HMDB15575;Trioxsalen;C14H12O3;228.0786443;228.2433
HMDB29818;Benzyl salicylate;C14H12O3;228.0786443;228.2433
HMDB32217;2,4-Difurfurylfuran;C14H12O3;228.0786443;228.2433
HMDB34118;(Z)-Resveratrol;C14H12O3;228.0786443;228.2433
HMDB34257;Seselin;C14H12O3;228.0786443;228.2433
HMDB34270;5,6-Dihydro-5-hydroxy-6-methyl-2H-pyran-2-one;C14H12O3;228.0786443;228.2433
HMDB37667;o-Tolyl salicylate;C14H12O3;228.0786443;228.2433
HMDB15008;Suprofen;C14H12O3S;260.0507149;260.308
HMDB15538;Tiaprofenic acid;C14H12O3S;260.0507149;260.308
HMDB04215;3,3',4'5-Tetrahydroxystilbene;C14H12O4;244.0735589;244.2427
HMDB30595;Suberenone;C14H12O4;244.0735589;244.2427
HMDB30946;(2E,11Z)-Wyerone acid;C14H12O4;244.0735589;244.2427
HMDB33735;Graveolone;C14H12O4;244.0735589;244.2427
HMDB39430;9,10-Dihydro-2,3,5,7-Phenanthrenetetrol;C14H12O4;244.0735589;244.2427
HMDB40876;(R)-Apiumetin;C14H12O4;244.0735589;244.2427
HMDB41016;Eriobofuran;C14H12O4;244.0735589;244.2427
HMDB60924;Suprofen S-oxide;C14H12O4S;276.0456296;276.308
HMDB60925;Thiophene-4,5-epoxide;C14H12O4S;276.0456296;276.308
HMDB33265;2-Methoxystypandrone;C14H12O5;260.0684735;260.2421
HMDB39616;Orientalone;C14H12O5;260.0684735;260.2421
HMDB40630;Pratenol A;C14H12O5;260.0684735;260.2421
HMDB33649;O-Demethylfonsecin;C14H12O6;276.0633881;276.2415
HMDB41712;cis-Resveratrol 3-sulfate;C14H12O6S;308.0354588;308.306
HMDB41714;cis-Resveratrol 4'-sulfate;C14H12O6S;308.0354588;308.306
HMDB41772;Resveratrol 3-sulfate;C14H12O6S;308.0354588;308.306
HMDB41784;trans-Resveratrol 4'-sulfate;C14H12O6S;308.0354588;308.306
HMDB34310;Cordeauxione;C14H12O7;292.0583027;292.2409
HMDB41780;trans-Resveratrol 3,4'-disulfate;C14H12O9S2;387.9922734;388.37
HMDB41781;trans-Resveratrol 3,5-disulfate;C14H12O9S2;387.9922734;388.37
HMDB34850;Metosulam;C14H13Cl2N5O4S;417.00653;418.255
HMDB13922;2-Chloroticlopidine;C14H13Cl2NS;297.0145755;298.231
HMDB13924;Thienodihydropyridinium;C14H13ClNS;262.0457228;262.778
HMDB39955;Carotamine;C14H13N3O3;271.0956913;271.2713
HMDB14952;Meloxicam;C14H13N3O4S2;351.0347473;351.401
HMDB60780;5'-Hydroxymethyl meloxicam;C14H13N3O5S2;367.0296619;367.4
HMDB14675;Cefdinir;C14H13N5O5S2;395.0358099;395.414
HMDB33456;2-Methoxy-3-methyl-9H-carbazole;C14H13NO;211.099714;211.2591
HMDB33452;Koenoline;C14H13NO2;227.0946287;227.2585
HMDB41444;Mukoline;C14H13NO2;227.0946287;227.2585
HMDB31794;Enilconazole;C14H14Cl2N2O;296.0483185;297.18
HMDB13921;7-Hydroxyticlopidine;C14H14ClNOS;279.0484625;279.785
HMDB13923;2-Oxoticlopidine;C14H14ClNOS;279.0484625;279.785
HMDB13925;Ticlopidine S-oxide;C14H14ClNOS;279.0484625;279.785
HMDB60899;Ticlopidine N-oxide;C14H14ClNOS;279.0484625;279.785
HMDB14353;Ticlopidine;C14H14ClNS;263.0535479;263.786
HMDB60524;3-Iodothyronamine;C14H14INO2;355.0069221;355.1709
HMDB15656;Naphazoline;C14H14N2;210.1156985;210.2744
HMDB15146;Metyrapone;C14H14N2O;226.1106131;226.2738
HMDB35115;(1xi,3S)-1,2,3,4-Tetrahydro-1-methyl-beta-carboline-1,3-dicarboxylic acid;C14H14N2O4;274.0953569;274.272
HMDB38666;L-N-(1H-Indol-3-ylacetyl)aspartic acid;C14H14N2O5;290.0902716;290.2714
HMDB39500;N-Malonyltryptophan;C14H14N2O5;290.0902716;290.2714
HMDB38641;1-[4,9-Dihydro-2-(methylthio)-1,3-thiazino[6,5-b]indol-4-yl]-2-propanone;C14H14N2OS2;290.0547545;290.404
