# TO BE USED TO INSERT MODEL ANNOTATIONS IN METABOLIC ATLAS DATABASE
# for GENES/ENZYMES ONLY
# annotations will be visible in the GEM browser pages and some can be used by the search engine
#
# some rules:
# this is a TAB separated file, thus TABs are not allowed in any field values
# each line added must have exactly 17 columns to be parsed properly
# do not modify the @ line
# column 'ID' is mandatory, other columns are optional
# external_id / external_link must be filled as pair to be valid
# be consistent with external ids: e.g. if a UNIPROT ID has been provided as external_id1 for gene #1, you must provide a UNIPROT ID as external_id1 for gene #2 as well
# follow the max size limits
#
# columns description:
# column name        | max size | description
# ---------------------------------------------
# name               | 255      | primary name of the gene
# name_link          | 255      | ID URL, if the model ID is from an external database
# alt_name1          | 255      | long name or full name of the gene
# alt_name2          | 255      | another commonly use name or protein name
# aliases            | 2000     | list of aliases, semi-colon separated values
# external_id1       | 50       | the identifier (only) in a external database or model
# external_link1     | 255      | full URL to associate with the ‘external_id1’ column
# external_id2       | 50       | the identifier (only) in a external database or model
# external_link2     | 255      | full URL to associate with the ‘external_id2’ column
# external_id3       | 50       | the identifier (only) in a external database  or model
# external_link3     | 255      | full URL to associate with the ‘external_id3’ column
# external_id4       | 50       | the identifier (only) in a external database  or model
# external_link4     | 255      | full URL to associate with the ‘external_id4’ column
# function           | 3000     | some text about the function, can describe multiple functions
# ec                 | 255      | EC code, semi-colon separated values
# catalytic_activity | 2000     | some text about the catalytic activity
#
# In this line specify the name of external databases used for name_link and external_id columns:		[name_link]				[external_id1]		[external_id2]		[external_id3]		[external_id4]			
# e.g. replace [external_id2] with "UNIPROT" if the 'external_id2' column contains UNIPROT IDs and the 'external_link2' column UNIPROT links.
#
@ID	name	name_link	alt_name1	alt_name2	aliases	external_id1	external_link1	external_id2	external_link2	external_id3	external_link3	external_id4	external_link4	function	ec	catalytic_activity
ENSG00000110583	NAA40	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110583				ENSG00000110583	https://www.proteinatlas.org/ENSG00000110583/cell									
ENSG00000110619	CARS	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110619				ENSG00000110619	https://www.proteinatlas.org/ENSG00000110619/cell									
ENSG00000110628	SLC22A18	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110628				ENSG00000110628	https://www.proteinatlas.org/ENSG00000110628/cell									
ENSG00000110713	NUP98	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110713				ENSG00000110713	https://www.proteinatlas.org/ENSG00000110713/cell									
ENSG00000110717	NDUFS8	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110717				ENSG00000110717	https://www.proteinatlas.org/ENSG00000110717/cell									
ENSG00000110719	TCIRG1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110719				ENSG00000110719	https://www.proteinatlas.org/ENSG00000110719/cell									
ENSG00000110721	CHKA	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110721				ENSG00000110721	https://www.proteinatlas.org/ENSG00000110721/cell									
ENSG00000110786	PTPN5	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110786				ENSG00000110786	https://www.proteinatlas.org/ENSG00000110786/cell									
ENSG00000110871	COQ5	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110871				ENSG00000110871	https://www.proteinatlas.org/ENSG00000110871/cell									
ENSG00000110887	DAO	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110887				ENSG00000110887	https://www.proteinatlas.org/ENSG00000110887/cell									
ENSG00000110911	SLC11A2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110911				ENSG00000110911	https://www.proteinatlas.org/ENSG00000110911/cell									
ENSG00000110921	MVK	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110921				ENSG00000110921	https://www.proteinatlas.org/ENSG00000110921/cell									
ENSG00000110931	CAMKK2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110931				ENSG00000110931	https://www.proteinatlas.org/ENSG00000110931/cell									
ENSG00000110955	ATP5F1B	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110955				ENSG00000110955	https://www.proteinatlas.org/ENSG00000110955/cell									
ENSG00000110958	PTGES3	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110958				ENSG00000110958	https://www.proteinatlas.org/ENSG00000110958/cell									
ENSG00000111012	CYP27B1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111012				ENSG00000111012	https://www.proteinatlas.org/ENSG00000111012/cell									
ENSG00000111058	ACSS3	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111058				ENSG00000111058	https://www.proteinatlas.org/ENSG00000111058/cell									
ENSG00000111077	TNS2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111077				ENSG00000111077	https://www.proteinatlas.org/ENSG00000111077/cell									
ENSG00000111144	LTA4H	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111144				ENSG00000111144	https://www.proteinatlas.org/ENSG00000111144/cell									
ENSG00000111181	SLC6A12	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111181				ENSG00000111181	https://www.proteinatlas.org/ENSG00000111181/cell									
ENSG00000111218	PRMT8	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111218				ENSG00000111218	https://www.proteinatlas.org/ENSG00000111218/cell									
ENSG00000111224	PARP11	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111224				ENSG00000111224	https://www.proteinatlas.org/ENSG00000111224/cell									
ENSG00000111237	VPS29	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111237				ENSG00000111237	https://www.proteinatlas.org/ENSG00000111237/cell									
ENSG00000111261	MANSC1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111261				ENSG00000111261	https://www.proteinatlas.org/ENSG00000111261/cell									
ENSG00000111266	DUSP16	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111266				ENSG00000111266	https://www.proteinatlas.org/ENSG00000111266/cell									
ENSG00000111271	ACAD10	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111271				ENSG00000111271	https://www.proteinatlas.org/ENSG00000111271/cell									
ENSG00000111275	ALDH2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111275				ENSG00000111275	https://www.proteinatlas.org/ENSG00000111275/cell									
ENSG00000111339	ART4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111339				ENSG00000111339	https://www.proteinatlas.org/ENSG00000111339/cell									
ENSG00000111371	SLC38A1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111371				ENSG00000111371	https://www.proteinatlas.org/ENSG00000111371/cell									
ENSG00000111445	RFC5	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111445				ENSG00000111445	https://www.proteinatlas.org/ENSG00000111445/cell									
ENSG00000111581	NUP107	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111581				ENSG00000111581	https://www.proteinatlas.org/ENSG00000111581/cell									
ENSG00000111640	GAPDH	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111640				ENSG00000111640	https://www.proteinatlas.org/ENSG00000111640/cell									
ENSG00000111641	NOP2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111641				ENSG00000111641	https://www.proteinatlas.org/ENSG00000111641/cell									
ENSG00000111666	CHPT1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111666				ENSG00000111666	https://www.proteinatlas.org/ENSG00000111666/cell									
ENSG00000111667	USP5	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111667				ENSG00000111667	https://www.proteinatlas.org/ENSG00000111667/cell									
ENSG00000111669	TPI1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111669				ENSG00000111669	https://www.proteinatlas.org/ENSG00000111669/cell									
ENSG00000111670	GNPTAB	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111670				ENSG00000111670	https://www.proteinatlas.org/ENSG00000111670/cell									
ENSG00000111674	ENO2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111674				ENSG00000111674	https://www.proteinatlas.org/ENSG00000111674/cell									
ENSG00000111679	PTPN6	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111679				ENSG00000111679	https://www.proteinatlas.org/ENSG00000111679/cell									
ENSG00000111684	LPCAT3	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111684				ENSG00000111684	https://www.proteinatlas.org/ENSG00000111684/cell									
ENSG00000111696	NT5DC3	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111696				ENSG00000111696	https://www.proteinatlas.org/ENSG00000111696/cell									
ENSG00000111700	SLCO1B3	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111700				ENSG00000111700	https://www.proteinatlas.org/ENSG00000111700/cell									
ENSG00000111713	GYS2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111713				ENSG00000111713	https://www.proteinatlas.org/ENSG00000111713/cell									
ENSG00000111716	LDHB	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111716				ENSG00000111716	https://www.proteinatlas.org/ENSG00000111716/cell									
ENSG00000111726	CMAS	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111726				ENSG00000111726	https://www.proteinatlas.org/ENSG00000111726/cell									
ENSG00000111728	ST8SIA1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111728				ENSG00000111728	https://www.proteinatlas.org/ENSG00000111728/cell									
ENSG00000111732	AICDA	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111732				ENSG00000111732	https://www.proteinatlas.org/ENSG00000111732/cell									
ENSG00000111775	COX6A1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111775				ENSG00000111775	https://www.proteinatlas.org/ENSG00000111775/cell									
ENSG00000111816	FRK	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111816				ENSG00000111816	https://www.proteinatlas.org/ENSG00000111816/cell									
ENSG00000111817	DSE	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111817				ENSG00000111817	https://www.proteinatlas.org/ENSG00000111817/cell									
ENSG00000111837	MAK	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111837				ENSG00000111837	https://www.proteinatlas.org/ENSG00000111837/cell									
ENSG00000111846	GCNT2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111846				ENSG00000111846	https://www.proteinatlas.org/ENSG00000111846/cell									
ENSG00000111880	RNGTT	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111880				ENSG00000111880	https://www.proteinatlas.org/ENSG00000111880/cell									
ENSG00000111885	MAN1A1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111885				ENSG00000111885	https://www.proteinatlas.org/ENSG00000111885/cell									
ENSG00000111962	UST	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111962				ENSG00000111962	https://www.proteinatlas.org/ENSG00000111962/cell									
ENSG00000112053	SLC26A8	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112053				ENSG00000112053	https://www.proteinatlas.org/ENSG00000112053/cell									
ENSG00000112062	MAPK14	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112062				ENSG00000112062	https://www.proteinatlas.org/ENSG00000112062/cell									
ENSG00000112077	RHAG	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112077				ENSG00000112077	https://www.proteinatlas.org/ENSG00000112077/cell									
ENSG00000112079	STK38	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112079				ENSG00000112079	https://www.proteinatlas.org/ENSG00000112079/cell									
ENSG00000112096	SOD2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112096				ENSG00000112096	https://www.proteinatlas.org/ENSG00000112096/cell									
ENSG00000112130	RNF8	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112130				ENSG00000112130	https://www.proteinatlas.org/ENSG00000112130/cell									
ENSG00000112144	ICK	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112144				ENSG00000112144	https://www.proteinatlas.org/ENSG00000112144/cell									
ENSG00000112245	PTP4A1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112245				ENSG00000112245	https://www.proteinatlas.org/ENSG00000112245/cell									
ENSG00000112293	GPLD1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112293				ENSG00000112293	https://www.proteinatlas.org/ENSG00000112293/cell									
ENSG00000112294	ALDH5A1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112294				ENSG00000112294	https://www.proteinatlas.org/ENSG00000112294/cell									
ENSG00000112299	VNN1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112299				ENSG00000112299	https://www.proteinatlas.org/ENSG00000112299/cell									
ENSG00000112303	VNN2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112303				ENSG00000112303	https://www.proteinatlas.org/ENSG00000112303/cell									
ENSG00000112304	ACOT13	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112304				ENSG00000112304	https://www.proteinatlas.org/ENSG00000112304/cell									
ENSG00000112309	B3GAT2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112309				ENSG00000112309	https://www.proteinatlas.org/ENSG00000112309/cell									
ENSG00000112319	EYA4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112319				ENSG00000112319	https://www.proteinatlas.org/ENSG00000112319/cell									
ENSG00000112337	SLC17A2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112337				ENSG00000112337	https://www.proteinatlas.org/ENSG00000112337/cell									
ENSG00000112367	FIG4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112367				ENSG00000112367	https://www.proteinatlas.org/ENSG00000112367/cell									
ENSG00000112394	SLC16A10	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112394				ENSG00000112394	https://www.proteinatlas.org/ENSG00000112394/cell									
ENSG00000112425	EPM2A	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112425				ENSG00000112425	https://www.proteinatlas.org/ENSG00000112425/cell									
ENSG00000112473	SLC39A7	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112473				ENSG00000112473	https://www.proteinatlas.org/ENSG00000112473/cell									
ENSG00000112499	SLC22A2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112499				ENSG00000112499	https://www.proteinatlas.org/ENSG00000112499/cell									
ENSG00000112541	PDE10A	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112541				ENSG00000112541	https://www.proteinatlas.org/ENSG00000112541/cell									
ENSG00000112655	PTK7	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112655				ENSG00000112655	https://www.proteinatlas.org/ENSG00000112655/cell									
ENSG00000112679	DUSP22	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112679				ENSG00000112679	https://www.proteinatlas.org/ENSG00000112679/cell									
ENSG00000112695	COX7A2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112695				ENSG00000112695	https://www.proteinatlas.org/ENSG00000112695/cell									
ENSG00000112699	GMDS	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112699				ENSG00000112699	https://www.proteinatlas.org/ENSG00000112699/cell									
ENSG00000112739	PRPF4B	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112739				ENSG00000112739	https://www.proteinatlas.org/ENSG00000112739/cell									
ENSG00000112742	TTK	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112742				ENSG00000112742	https://www.proteinatlas.org/ENSG00000112742/cell									
ENSG00000112759	SLC29A1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112759				ENSG00000112759	https://www.proteinatlas.org/ENSG00000112759/cell									
ENSG00000112874	NUDT12	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112874				ENSG00000112874	https://www.proteinatlas.org/ENSG00000112874/cell									
ENSG00000112893	MAN2A1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112893				ENSG00000112893	https://www.proteinatlas.org/ENSG00000112893/cell									
ENSG00000112941	TENT4A	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112941				ENSG00000112941	https://www.proteinatlas.org/ENSG00000112941/cell									
ENSG00000112972	HMGCS1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112972				ENSG00000112972	https://www.proteinatlas.org/ENSG00000112972/cell									
ENSG00000112981	NME5	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112981				ENSG00000112981	https://www.proteinatlas.org/ENSG00000112981/cell									
ENSG00000112992	NNT	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112992				ENSG00000112992	https://www.proteinatlas.org/ENSG00000112992/cell									
ENSG00000113073	SLC4A9	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113073				ENSG00000113073	https://www.proteinatlas.org/ENSG00000113073/cell									
ENSG00000113083	LOX	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113083				ENSG00000113083	https://www.proteinatlas.org/ENSG00000113083/cell									
ENSG00000113141	IK	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113141				ENSG00000113141	https://www.proteinatlas.org/ENSG00000113141/cell									
ENSG00000113161	HMGCR	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113161				ENSG00000113161	https://www.proteinatlas.org/ENSG00000113161/cell									
ENSG00000113163	COL4A3BP	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113163				ENSG00000113163	https://www.proteinatlas.org/ENSG00000113163/cell									
ENSG00000113231	PDE8B	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113231				ENSG00000113231	https://www.proteinatlas.org/ENSG00000113231/cell									
ENSG00000113240	CLK4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113240				ENSG00000113240	https://www.proteinatlas.org/ENSG00000113240/cell									
ENSG00000113263	ITK	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113263				ENSG00000113263	https://www.proteinatlas.org/ENSG00000113263/cell									
ENSG00000113269	RNF130	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113269				ENSG00000113269	https://www.proteinatlas.org/ENSG00000113269/cell									
ENSG00000113273	ARSB	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113273				ENSG00000113273	https://www.proteinatlas.org/ENSG00000113273/cell									
ENSG00000113356	POLR3G	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113356				ENSG00000113356	https://www.proteinatlas.org/ENSG00000113356/cell									
ENSG00000113396	SLC27A6	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113396				ENSG00000113396	https://www.proteinatlas.org/ENSG00000113396/cell									
ENSG00000113407	TARS	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113407				ENSG00000113407	https://www.proteinatlas.org/ENSG00000113407/cell									
ENSG00000113448	PDE4D	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113448				ENSG00000113448	https://www.proteinatlas.org/ENSG00000113448/cell									
ENSG00000113456	RAD1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113456				ENSG00000113456	https://www.proteinatlas.org/ENSG00000113456/cell									
ENSG00000113492	AGXT2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113492				ENSG00000113492	https://www.proteinatlas.org/ENSG00000113492/cell									
ENSG00000113504	SLC12A7	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113504				ENSG00000113504	https://www.proteinatlas.org/ENSG00000113504/cell									
ENSG00000113532	ST8SIA4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113532				ENSG00000113532	https://www.proteinatlas.org/ENSG00000113532/cell									
ENSG00000113552	GNPDA1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113552				ENSG00000113552	https://www.proteinatlas.org/ENSG00000113552/cell									
ENSG00000113569	NUP155	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113569				ENSG00000113569	https://www.proteinatlas.org/ENSG00000113569/cell									
ENSG00000113575	PPP2CA	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113575				ENSG00000113575	https://www.proteinatlas.org/ENSG00000113575/cell									
ENSG00000113593	PPWD1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113593				ENSG00000113593	https://www.proteinatlas.org/ENSG00000113593/cell									
ENSG00000113643	RARS	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113643				ENSG00000113643	https://www.proteinatlas.org/ENSG00000113643/cell									
ENSG00000113657	DPYSL3	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113657				ENSG00000113657	https://www.proteinatlas.org/ENSG00000113657/cell									
ENSG00000113712	CSNK1A1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113712				ENSG00000113712	https://www.proteinatlas.org/ENSG00000113712/cell									
ENSG00000113721	PDGFRB	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113721				ENSG00000113721	https://www.proteinatlas.org/ENSG00000113721/cell									
ENSG00000113732	ATP6V0E1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113732				ENSG00000113732	https://www.proteinatlas.org/ENSG00000113732/cell									
ENSG00000113790	EHHADH	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113790				ENSG00000113790	https://www.proteinatlas.org/ENSG00000113790/cell									
ENSG00000113924	HGD	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113924				ENSG00000113924	https://www.proteinatlas.org/ENSG00000113924/cell									
ENSG00000114021	NIT2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114021				ENSG00000114021	https://www.proteinatlas.org/ENSG00000114021/cell									
ENSG00000114054	PCCB	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114054				ENSG00000114054	https://www.proteinatlas.org/ENSG00000114054/cell									
ENSG00000114062	UBE3A	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114062				ENSG00000114062	https://www.proteinatlas.org/ENSG00000114062/cell									
ENSG00000114113	RBP2	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114113				ENSG00000114113	https://www.proteinatlas.org/ENSG00000114113/cell									
ENSG00000114115	RBP1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114115				ENSG00000114115	https://www.proteinatlas.org/ENSG00000114115/cell									
ENSG00000114124	GRK7	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114124				ENSG00000114124	https://www.proteinatlas.org/ENSG00000114124/cell									
ENSG00000114166	KAT2B	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114166				ENSG00000114166	https://www.proteinatlas.org/ENSG00000114166/cell									
ENSG00000114200	BCHE	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114200				ENSG00000114200	https://www.proteinatlas.org/ENSG00000114200/cell									
ENSG00000114268	PFKFB4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114268				ENSG00000114268	https://www.proteinatlas.org/ENSG00000114268/cell									
ENSG00000114302	PRKAR2A	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114302				ENSG00000114302	https://www.proteinatlas.org/ENSG00000114302/cell									
ENSG00000114316	USP4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114316				ENSG00000114316	https://www.proteinatlas.org/ENSG00000114316/cell									
ENSG00000114374	USP9Y	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114374				ENSG00000114374	https://www.proteinatlas.org/ENSG00000114374/cell									
ENSG00000114378	HYAL1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114378				ENSG00000114378	https://www.proteinatlas.org/ENSG00000114378/cell									
ENSG00000114423	CBLB	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114423				ENSG00000114423	https://www.proteinatlas.org/ENSG00000114423/cell									
ENSG00000114480	GBE1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114480				ENSG00000114480	https://www.proteinatlas.org/ENSG00000114480/cell									
ENSG00000114491	UMPS	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114491				ENSG00000114491	https://www.proteinatlas.org/ENSG00000114491/cell									
ENSG00000114573	ATP6V1A	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114573				ENSG00000114573	https://www.proteinatlas.org/ENSG00000114573/cell									
ENSG00000114670	NEK11	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114670				ENSG00000114670	https://www.proteinatlas.org/ENSG00000114670/cell									
ENSG00000114735	HEMK1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114735				ENSG00000114735	https://www.proteinatlas.org/ENSG00000114735/cell									
ENSG00000114738	MAPKAPK3	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114738				ENSG00000114738	https://www.proteinatlas.org/ENSG00000114738/cell									
ENSG00000114739	ACVR2B	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114739				ENSG00000114739	https://www.proteinatlas.org/ENSG00000114739/cell									
ENSG00000114770	ABCC5	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114770				ENSG00000114770	https://www.proteinatlas.org/ENSG00000114770/cell									
ENSG00000114771	AADAC	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114771				ENSG00000114771	https://www.proteinatlas.org/ENSG00000114771/cell									
ENSG00000114786	ABHD14A-ACY1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114786				ENSG00000114786	https://www.proteinatlas.org/ENSG00000114786/cell									
ENSG00000114805	PLCH1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114805				ENSG00000114805	https://www.proteinatlas.org/ENSG00000114805/cell									
ENSG00000114857	NKTR	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114857				ENSG00000114857	https://www.proteinatlas.org/ENSG00000114857/cell									
ENSG00000114902	SPCS1	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114902				ENSG00000114902	https://www.proteinatlas.org/ENSG00000114902/cell									
ENSG00000114904	NEK4	https://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114904				ENSG00000114904	https://www.proteinatlas.org/ENSG00000114904/cell									
